masa_A
t,x,y
0,000000000E0,1,524783388E-1,-1,357683839E-1
3,328888889E-2,1,524568485E-1,-1,356989160E-1
6,641111111E-2,1,539720304E-1,-1,358026712E-1
9,933333333E-2,1,579762774E-1,-1,369454158E-1
1,322555556E-1,1,710001639E-1,-1,378976368E-1
1,656555556E-1,1,942597545E-1,-8,272450294E-2
1,985222222E-1,2,262461145E-1,-8,237911057E-2
2,386666667E-1,2,677787695E-1,-8,401851359E-2
2,664333333E-1,3,194712910E-1,-8,465885981E-2
2,976333333E-1,3,844241880E-1,-8,613206585E-2
3,315111111E-1,4,557700949E-1,-8,590468157E-2
3,658111111E-1,5,198446200E-1,-9,843979935E-2
3,973333333E-1,5,834623542E-1,-9,920393825E-2
4,316111111E-1,6,969138297E-1,-9,978583483E-2
4,640111111E-1,8,338066106E-1,-1,013556176E-1
4,965444444E-1,9,514025191E-1,-1,022459546E-1
5,307666667E-1,1,077373318E0,-1,037428980E-1
5,630444444E-1,1,193151635E0,-1,324763883E-1
5,958111111E-1,1,353537461E0,-1,322919264E-1
6,293444444E-1,1,326001690E0,-1,359606177E-1
6,622777778E-1,1,233062148E0,-1,387834340E-1
6,952111111E-1,1,121617879E0,-1,429457129E-1
7,281444444E-1,1,011584802E0,-1,478840304E-1
7,615111111E-1,9,216659740E-1,-1,526028106E-1
7,942000000E-1,8,374863361E-1,-1,578868753E-1
8,278111111E-1,7,637554363E-1,-1,629417835E-1
8,606333333E-1,7,073644950E-1,-1,578563284E-1
8,938666667E-1,6,610796239E-1,-1,645957183E-1
9,272444444E-1,6,262631121E-1,-1,688992010E-1
9,606222222E-1,6,165484775E-1,-1,755854019E-1
9,941444444E-1,6,036346331E-1,-1,770600899E-1
1,028944444E0,6,005531343E-1,-1,804464122E-1
1,059688889E0,6,060640091E-1,-1,839937427E-1
1,092322222E0,6,192428185E-1,-1,892161068E-1
1,125333333E0,6,365384249E-1,-1,954356137E-1
1,158611111E0,6,626111335E-1,-1,929339579E-1
1,192444444E0,6,922704946E-1,-1,718571007E-1
1,224800000E0,7,538529841E-1,-1,906927293E-1
1,257755556E0,8,168796410E-1,-1,934770102E-1
1,291166667E0,8,933516576E-1,-1,966281685E-1
1,325233333E0,9,786546779E-1,-1,987315580E-1
1,357755556E0,1,074354763E0,-2,003736000E-1
1,391044444E0,1,174909892E0,-2,014641796E-1
1,424644444E0,1,231897305E0,-2,163679728E-1
1,457277778E0,1,365006910E0,-1,996074526E-1
1,490655556E0,1,401004043E0,-2,020649205E-1
1,523333333E0,1,584436623E0,-1,089576093E-1
1,556355556E0,1,186108525E0,-1,850805550E-1
1,589600000E0,1,166429673E0,-1,779250809E-1
1,624366667E0,1,220065652E0,-2,767678814E-1
1,655911111E0,1,370991723E0,-3,507181343E-1
1,688333333E0,8,362358302E-1,-2,033112617E-1
1,722333333E0,9,241626195E-1,-1,198165452E-1
1,754355556E0,8,900404869E-1,-1,117761804E-1
1,787755556E0,8,663005344E-1,-1,026159826E-1
1,821922222E0,8,951191688E-1,-7,629847295E-2
1,854022222E0,8,871434732E-1,-6,423567316E-2
1,887366667E0,8,911571194E-1,-4,489745582E-2
1,920544444E0,9,177851339E-1,-3,927708458E-2
1,953188889E0,9,568429031E-1,-3,768209755E-2
1,986400000E0,1,012534477E0,-3,942834576E-2
2,019366667E0,1,059599463E0,-4,656823354E-2
2,052333333E0,1,112514262E0,-4,076714952E-2
2,085655556E0,1,183489714E0,-3,614603401E-2
2,119311111E0,1,267556369E0,-3,124250952E-2
2,152488889E0,1,340024047E0,-1,060120684E-2
2,185366667E0,1,424936318E0,-1,898602193E-2
2,217733333E0,1,557485756E0,-3,181342200E-2
2,251877778E0,1,140052395E0,-2,671551316E-2
2,283777778E0,1,201306921E0,-1,851773428E-2
2,317255556E0,1,149278613E0,-1,467254093E-2
2,351355556E0,1,108035207E0,-1,378275126E-2
2,383977778E0,1,069053840E0,-7,572219586E-4
2,417022222E0,1,049408318E0,2,370845022E-2
2,450711111E0,1,086960985E0,-2,464987574E-2
2,483166667E0,1,093911549E0,-2,662356361E-2
2,516011111E0,1,100995129E0,-2,783168772E-2
2,549155556E0,1,148500024E0,-1,032538507E-2
2,582811111E0,1,175519023E0,-8,364370009E-3
2,615111111E0,1,225165704E0,-1,191537822E-2
2,649266667E0,1,283707861E0,-1,031875862E-2
2,685222222E0,1,351601640E0,-6,638633969E-3
2,714700000E0,1,426544737E0,-1,578542922E-2
2,747911111E0,1,415831455E0,-1,646394925E-2
2,780855556E0,1,350273134E0,-2,142669337E-2
2,813800000E0,1,296358513E0,-2,724003847E-2
2,847588889E0,1,253404345E0,-3,061139047E-2
2,879966667E0,1,221694354E0,-3,461597481E-2
2,913788889E0,1,202076074E0,-3,799937848E-2
2,950355556E0,1,192027822E0,-4,008981802E-2
2,979166667E0,1,192436171E0,-4,488066944E-2
3,012400000E0,1,198818185E0,-4,893121024E-2
3,048644444E0,1,220007811E0,-5,296288783E-2
3,078555556E0,1,252718838E0,-5,660387941E-2
3,111955556E0,1,296768174E0,-5,691515548E-2
3,147344444E0,1,349555403E0,-5,947147777E-2
3,178077778E0,1,371175990E0,-6,006623528E-3
3,211755556E0,1,435960459E0,-7,275355667E-3
3,244422222E0,1,426997485E0,-1,071047863E-2
3,276944444E0,1,374666537E0,-1,785854057E-2
3,311611111E0,1,330773487E0,-2,857378842E-2
